work_year,job_title,job_category,salary_currency,salary,salary_in_usd,employee_residence,experience_level,employment_type,work_setting,company_location,company_size
2022,statistician  in office,engineering,gbp,165727,88986,uk,se,ct,in-person,us,l
2021,data engineer,analysis,us dolars,120638,166379,mx,ex,pt,remote,us,s
2022,machine learning engineer  (remote),engineering,eur,98972,42904,uk,mi,ft,in-person,us,l
2021,machine learning engineer,engineering,us dolars,51432,135071,us,en,fl,in-person,mx,m
2022,machine learning engineer  (remote),ml/ai,eur,95896,124714,de,se,pt,in-person,de,m
2022,statistician  (remote),data science,us dolars,135035,174654,cn,ex,pt,hybrid,de,m
2022,machine learning engineer  (remote),data science,eur,43750,87965,cn,mi,pt,in-person,uk,m
2020,data analyst,analysis,inr,57987,131448,cn,en,ft,hybrid,us,s
2020,data analyst,analysis,inr,132995,169097,jp,se,pt,remote,de,l
2020,statistician  (remote),ml/ai,inr,56165,114724,us,se,pt,in-person,de,s
2022,data engineer,data science,inr,54346,37604,in,mi,ct,hybrid,us,l
2021,data scientist  in office,analysis,us dolars,33514,188362,in,se,ft,remote,us,l
2021,data engineer  (remote),analysis,eur,54838,37871,de,mi,ct,in-person,de,s
2021,data engineer  in office,data science,inr,57559,132318,mx,se,ct,remote,cn,s
2021,data engineer  (remote),engineering,us dolars,131223,106981,us,en,ct,hybrid,jp,m
2020,data engineer  in office,analysis,eur,89207,106574,jp,en,ct,hybrid,de,l
2020,data scientist  (remote),data science,us dolars,46385,141376,us,se,fl,in-person,uk,l
2022,machine learning engineer  (remote),analysis,inr,179389,141358,us,mi,pt,hybrid,in,l
2022,data engineer  (remote),ml/ai,gbp,161465,164577,de,ex,ct,hybrid,cn,l
2021,data analyst,analysis,us dolars,54881,114605,jp,se,ft,remote,us,l
2020,statistician  in office,data science,inr,141761,175490,cn,ex,pt,in-person,mx,l
2021,statistician  (remote),analysis,jpy,189027,46411,in,mi,ct,in-person,uk,m
2022,data analyst,ml/ai,eur,88308,128569,uk,ex,ct,in-person,jp,l
2022,data engineer  (remote),ml/ai,inr,140515,39498,mx,se,ft,remote,mx,m
2021,data scientist  in office,analysis,jpy,102031,86257,cn,en,fl,hybrid,in,l
2021,statistician,ml/ai,us dolars,116973,183275,in,en,fl,in-person,de,s
2020,machine learning engineer  (remote),ml/ai,jpy,89596,123566,cn,en,fl,remote,us,l
2021,data scientist  (remote),engineering,jpy,162785,145498,de,en,fl,remote,de,s
2020,statistician  (remote),engineering,eur,50428,116596,mx,se,ct,in-person,uk,s
2020,machine learning engineer  (remote),ml/ai,us dolars,92160,76917,jp,mi,ct,in-person,mx,s
2022,data scientist,analysis,jpy,110729,155154,jp,ex,fl,remote,mx,m
2022,machine learning engineer  (remote),data science,gbp,90843,50930,in,en,fl,remote,us,s
2022,data engineer  in office,analysis,gbp,184075,109029,in,ex,ct,remote,de,s
2021,data scientist  in office,analysis,jpy,110169,43638,us,mi,fl,remote,mx,s
2021,machine learning engineer  (remote),engineering,eur,124764,35724,us,mi,ct,hybrid,us,l
2022,data engineer,unknown,unknown,56730,95738,jp,unknown,fl,hybrid,uk,unknown
2021,data engineer  in office,engineering,gbp,144082,128705,uk,ex,ct,in-person,de,m
2022,data scientist  (remote),ml/ai,jpy,102981,163099,de,en,ft,hybrid,in,m
2020,statistician,analysis,inr,189941,123962,us,ex,fl,in-person,jp,l
2020,data scientist  (remote),analysis,jpy,61076,93109,de,se,ft,remote,de,s
2022,data engineer,data science,eur,156283,71849,mx,en,pt,hybrid,us,l
2021,data engineer  in office,analysis,gbp,55094,30178,cn,en,fl,remote,cn,m
2021,data scientist  (remote),analysis,inr,187889,35817,cn,mi,pt,in-person,de,l
2020,data analyst,engineering,gbp,40555,102721,jp,ex,ft,hybrid,us,l
2020,statistician  (remote),engineering,gbp,100656,155762,in,se,fl,in-person,mx,m
2022,machine learning engineer  (remote),engineering,eur,158061,33984,cn,mi,pt,hybrid,cn,s
2020,data scientist  in office,engineering,jpy,151432,94096,mx,se,fl,remote,uk,l
2022,statistician  (remote),engineering,eur,165787,116941,in,en,fl,in-person,cn,m
2020,statistician,data science,jpy,160694,117432,us,ex,ct,hybrid,jp,l
2020,data engineer,data science,inr,64162,175707,cn,se,pt,hybrid,us,l
2021,machine learning engineer,data science,eur,131173,139914,uk,mi,ct,hybrid,de,l
2020,data scientist  (remote),engineering,eur,127858,192414,cn,en,ct,hybrid,mx,s
2020,data engineer  (remote),unknown,unknown,131980,84680,in,unknown,pt,remote,cn,unknown
2022,data engineer  in office,engineering,eur,156652,140326,uk,se,pt,remote,uk,l
2020,data analyst  (remote),engineering,us dolars,68458,159094,de,mi,ct,hybrid,cn,s
2022,statistician,data science,jpy,134122,37988,cn,se,fl,remote,in,l
2020,data scientist,engineering,jpy,128538,62070,in,en,fl,remote,de,l
2020,data scientist  in office,unknown,unknown,164212,127491,cn,unknown,ft,hybrid,jp,unknown
2022,data scientist,engineering,us dolars,141201,108132,cn,ex,fl,remote,uk,m
2021,data engineer,analysis,jpy,178455,53659,in,ex,pt,in-person,de,l
2022,data analyst,ml/ai,gbp,178790,105952,uk,mi,pt,in-person,us,m
2022,machine learning engineer  in office,ml/ai,eur,117008,180243,us,ex,ft,remote,us,m
2022,data engineer  in office,data science,us dolars,182935,83778,mx,ex,pt,hybrid,us,m
2021,machine learning engineer,analysis,jpy,41377,128113,cn,se,ct,in-person,de,s
2020,data analyst,ml/ai,gbp,113031,52736,jp,en,ft,remote,jp,s
2022,statistician  (remote),data science,eur,154403,87781,de,en,ft,remote,us,l
2022,data scientist  (remote),engineering,eur,175942,134192,in,se,fl,hybrid,de,m
2021,machine learning engineer,engineering,jpy,87487,65126,cn,ex,fl,hybrid,de,s
2022,data engineer  (remote),analysis,gbp,180372,156734,mx,se,ct,remote,mx,s
2020,machine learning engineer,ml/ai,us dolars,97639,59652,us,ex,ct,hybrid,jp,m
2021,statistician,engineering,jpy,120731,35390,in,ex,fl,in-person,uk,s
2020,data scientist  (remote),data science,eur,154766,116136,cn,ex,fl,in-person,uk,m
2020,machine learning engineer  in office,engineering,eur,133429,95942,de,en,ct,remote,de,s
2021,statistician  in office,engineering,eur,193122,83492,jp,mi,fl,remote,uk,m
2022,data engineer  in office,ml/ai,jpy,163993,128300,in,en,ft,hybrid,in,s
2020,data analyst,ml/ai,inr,160904,128531,cn,ex,ct,in-person,jp,s
2020,data engineer,data science,inr,100270,141473,uk,se,fl,hybrid,de,s
2020,data scientist  in office,analysis,inr,115293,114104,us,se,pt,remote,uk,s
2020,data engineer  in office,analysis,gbp,60328,105969,jp,ex,pt,remote,cn,m
2021,data engineer  in office,engineering,jpy,53138,157633,in,mi,ct,remote,uk,l
2021,data engineer,data science,eur,173166,152439,cn,en,pt,remote,jp,l
2022,data scientist  (remote),analysis,inr,176504,58612,uk,ex,ft,remote,us,l
2020,statistician  (remote),engineering,us dolars,73819,117743,in,ex,ct,hybrid,uk,s
2022,machine learning engineer  (remote),data science,gbp,118627,171867,jp,mi,pt,hybrid,cn,l
2020,data analyst  in office,analysis,gbp,35312,47564,in,en,fl,hybrid,jp,s
2022,machine learning engineer,ml/ai,jpy,55973,78603,in,mi,ct,in-person,cn,l
2022,data analyst  (remote),engineering,jpy,190045,161585,in,mi,pt,remote,us,s
2020,data scientist  (remote),engineering,us dolars,74390,41324,uk,mi,pt,hybrid,cn,l
2020,data analyst  (remote),engineering,eur,177171,45491,jp,mi,ft,hybrid,mx,s
2022,data scientist  in office,engineering,eur,79956,109229,cn,se,fl,in-person,de,l
2021,machine learning engineer,analysis,inr,129379,64600,mx,se,ft,remote,mx,m
2022,data scientist,data science,inr,44063,94179,jp,se,ft,in-person,us,m
2021,statistician,engineering,us dolars,124306,171944,uk,en,fl,in-person,uk,m
2020,data analyst  (remote),engineering,eur,123196,160047,uk,mi,pt,in-person,de,s
2022,statistician  in office,analysis,inr,39605,41358,uk,ex,ft,hybrid,de,s
2022,machine learning engineer  in office,engineering,gbp,126185,101343,cn,ex,ct,remote,us,s
2022,data analyst  in office,engineering,jpy,132756,56503,cn,en,ft,remote,de,m
2021,machine learning engineer,data science,inr,146351,82268,mx,en,fl,in-person,mx,l
2021,statistician,ml/ai,us dolars,102964,77905,mx,ex,ft,remote,mx,s
2020,machine learning engineer  in office,engineering,eur,176889,92668,in,mi,ft,remote,us,m
2021,data analyst  (remote),analysis,us dolars,32420,183306,in,se,ct,in-person,us,s
2021,data analyst,data science,jpy,114448,192047,de,en,fl,hybrid,cn,s
2020,machine learning engineer,analysis,jpy,119897,118104,mx,en,ct,in-person,mx,l
2022,data analyst  (remote),unknown,unknown,57728,58106,mx,unknown,pt,in-person,us,unknown
2022,data analyst  (remote),data science,inr,154826,88438,in,ex,fl,hybrid,mx,s
2020,machine learning engineer,engineering,inr,87858,78397,uk,se,ft,hybrid,jp,l
2022,statistician  (remote),engineering,eur,136716,197496,de,mi,ct,hybrid,uk,s
2021,data analyst  (remote),engineering,eur,190036,81275,mx,mi,ct,hybrid,de,s
2020,data analyst  (remote),ml/ai,gbp,106992,84034,uk,ex,fl,in-person,in,l
2020,data analyst  (remote),ml/ai,gbp,129259,177089,us,en,ct,hybrid,cn,s
2020,data analyst  (remote),analysis,eur,146185,109372,mx,ex,fl,remote,uk,s
2022,machine learning engineer  in office,engineering,gbp,130282,109722,cn,ex,pt,in-person,in,m
2020,statistician,ml/ai,us dolars,173747,64432,jp,mi,fl,in-person,us,l
2020,statistician  in office,engineering,inr,127677,183829,us,se,fl,hybrid,de,m
2020,data scientist  in office,ml/ai,gbp,90049,77188,cn,mi,pt,hybrid,cn,l
2022,data analyst  in office,ml/ai,gbp,70213,158161,cn,ex,pt,remote,uk,s
2021,data analyst,data science,us dolars,189183,61116,uk,ex,ft,hybrid,in,m
2020,data scientist,engineering,jpy,34284,197788,in,en,ct,in-person,in,m
2021,statistician,engineering,eur,47585,88738,jp,en,pt,hybrid,in,m
2022,data engineer  in office,ml/ai,us dolars,125131,50456,in,ex,pt,remote,uk,m
2022,data engineer,engineering,jpy,37131,164706,in,mi,ct,in-person,jp,l
2022,statistician  in office,ml/ai,us dolars,73382,79366,mx,en,ct,in-person,us,s
2022,data analyst  (remote),engineering,inr,194599,156934,jp,se,ft,hybrid,de,s
2021,data engineer,unknown,unknown,192008,50856,jp,unknown,ft,remote,in,unknown
2020,machine learning engineer  (remote),engineering,us dolars,117081,90615,us,ex,fl,remote,cn,s
2022,machine learning engineer  in office,data science,inr,83441,113126,uk,se,ft,hybrid,uk,s
2022,data scientist,analysis,eur,109220,104137,in,se,pt,in-person,cn,l
2021,statistician  (remote),engineering,gbp,42651,185863,uk,en,ct,in-person,uk,s
2022,data engineer  in office,engineering,eur,162737,67615,mx,mi,ft,hybrid,cn,s
2020,data analyst  in office,data science,us dolars,36918,30348,de,en,fl,in-person,jp,s
2020,statistician,engineering,gbp,53007,66419,us,mi,fl,in-person,in,m
2022,data engineer,engineering,inr,55035,163950,in,en,fl,hybrid,mx,l
2021,data engineer,ml/ai,eur,119352,41857,cn,ex,fl,in-person,in,l
2022,statistician,analysis,jpy,106749,133053,jp,mi,ct,hybrid,de,l
2022,data engineer,data science,eur,144049,139608,jp,ex,ft,remote,uk,s
2021,data scientist  in office,ml/ai,eur,118148,55658,uk,mi,ft,remote,uk,m
2022,data scientist,data science,gbp,52211,53267,us,se,ft,hybrid,jp,l
2022,statistician  (remote),ml/ai,inr,56866,140998,us,mi,ft,hybrid,in,m
2022,data analyst,analysis,inr,37344,109889,in,mi,fl,hybrid,de,l
2021,data scientist,ml/ai,eur,98737,155513,in,mi,fl,in-person,cn,m
2020,data scientist  in office,data science,inr,100288,153892,uk,mi,ct,in-person,us,s
2020,statistician  in office,engineering,gbp,92546,83416,uk,mi,ct,hybrid,de,s
2021,machine learning engineer  in office,engineering,gbp,137879,191439,uk,se,fl,hybrid,cn,l
2020,data engineer  (remote),unknown,unknown,40327,178304,de,unknown,pt,in-person,de,unknown
2022,data scientist  in office,data science,inr,57608,89048,us,ex,ft,in-person,cn,l
2020,machine learning engineer,data science,jpy,189357,79357,uk,mi,ct,hybrid,de,s
2022,data analyst  in office,data science,us dolars,118534,187540,mx,mi,fl,in-person,mx,s
2020,machine learning engineer  (remote),analysis,gbp,146209,51497,us,ex,ft,in-person,de,l
2021,statistician,engineering,eur,48007,144009,cn,en,ft,remote,in,l
2020,data analyst,ml/ai,gbp,55257,36258,jp,en,fl,hybrid,de,s
2020,data analyst  (remote),analysis,us dolars,115054,85959,jp,se,pt,hybrid,cn,l
2020,machine learning engineer  in office,ml/ai,eur,59784,64902,us,mi,pt,in-person,cn,l
2021,statistician  in office,engineering,inr,199660,45454,cn,mi,ct,remote,uk,l
2020,data scientist  in office,analysis,inr,74221,67606,jp,en,fl,hybrid,cn,s
2021,machine learning engineer  in office,engineering,gbp,51378,84969,jp,mi,ct,hybrid,uk,s
2022,data scientist  (remote),ml/ai,eur,34696,116465,jp,se,pt,in-person,mx,m
2020,machine learning engineer  (remote),data science,eur,123531,161857,in,ex,ct,hybrid,mx,m
2021,data scientist  in office,data science,jpy,64635,103679,cn,mi,ct,in-person,cn,m
2021,machine learning engineer  (remote),ml/ai,us dolars,156489,119628,in,ex,pt,remote,de,m
2022,data engineer  in office,ml/ai,gbp,180279,43635,us,en,ft,hybrid,mx,s
2021,data analyst,analysis,eur,188596,106518,de,se,pt,in-person,uk,s
2020,data scientist,analysis,inr,189626,43409,in,se,ft,remote,mx,m
2021,data analyst  in office,data science,inr,85258,88022,in,se,ft,hybrid,mx,s
2021,data engineer  in office,engineering,gbp,161240,99064,de,ex,pt,hybrid,mx,s
2022,data scientist  in office,data science,inr,152475,197399,us,se,fl,in-person,us,l
2022,data analyst  (remote),data science,jpy,95199,54946,us,se,ct,in-person,de,l
2020,machine learning engineer  in office,engineering,us dolars,94948,127616,us,se,pt,remote,cn,m
2020,statistician,engineering,inr,87782,131241,us,se,pt,in-person,uk,m
2021,data scientist  in office,engineering,us dolars,110759,159622,uk,ex,ft,in-person,uk,l
2022,data analyst  (remote),engineering,inr,91599,185628,cn,se,fl,hybrid,mx,s
2022,data scientist  in office,data science,eur,46291,133445,cn,en,pt,hybrid,in,l
2022,machine learning engineer  (remote),ml/ai,jpy,138945,145409,in,se,fl,remote,mx,l
2021,data engineer,analysis,jpy,117057,157280,in,se,fl,hybrid,cn,s
2022,data analyst,ml/ai,us dolars,120251,145611,in,mi,ft,hybrid,in,s
2022,data scientist,data science,eur,117154,51775,de,mi,pt,hybrid,us,m
2021,data scientist,engineering,gbp,124535,161907,mx,mi,fl,in-person,cn,l
2020,data scientist,analysis,jpy,194064,196819,uk,se,fl,hybrid,jp,m
2020,data engineer,analysis,eur,31573,177176,mx,en,ct,remote,jp,l
2021,data scientist  (remote),ml/ai,eur,38577,44927,in,en,ft,remote,cn,l
2022,statistician,data science,us dolars,169784,165593,in,mi,pt,hybrid,jp,s
2021,statistician  in office,data science,eur,59948,74086,us,mi,fl,hybrid,us,l
2020,data scientist  (remote),data science,eur,107700,175352,mx,se,ft,remote,de,l
2020,statistician  (remote),analysis,gbp,35217,93266,us,en,pt,in-person,mx,s
2021,data analyst  in office,ml/ai,us dolars,90178,191825,mx,en,fl,hybrid,jp,s
2021,statistician  in office,analysis,us dolars,115062,124971,mx,mi,pt,remote,mx,s
2020,data scientist  in office,analysis,eur,126806,189149,us,en,pt,in-person,jp,l
2021,machine learning engineer  in office,engineering,gbp,187481,145210,in,mi,ft,remote,cn,s
2020,data analyst  in office,ml/ai,inr,139657,198417,us,mi,ft,in-person,uk,l
2021,data engineer,engineering,jpy,97035,192108,in,ex,ct,remote,uk,m
2021,data scientist  (remote),data science,us dolars,123075,181074,mx,ex,ct,remote,de,s
2021,data engineer  in office,analysis,gbp,170741,78440,de,se,ct,in-person,cn,m
2020,machine learning engineer  in office,ml/ai,gbp,189634,147771,de,mi,fl,hybrid,in,m
2021,data engineer  (remote),data science,eur,51629,101466,jp,se,ct,remote,us,s
2020,data scientist  (remote),ml/ai,jpy,121282,108924,uk,ex,pt,hybrid,jp,s
2020,data scientist,analysis,us dolars,76007,151411,us,en,ft,remote,cn,l
2021,machine learning engineer  (remote),ml/ai,inr,179200,83965,cn,ex,pt,in-person,mx,s
2021,data scientist  in office,data science,eur,32039,49691,us,ex,ft,hybrid,mx,m
2020,machine learning engineer  (remote),engineering,us dolars,136615,99178,uk,ex,ft,in-person,cn,m
2020,machine learning engineer  in office,analysis,us dolars,33857,49201,mx,en,pt,in-person,us,m
2022,data scientist  (remote),engineering,gbp,121432,37421,uk,ex,pt,hybrid,uk,l
2020,statistician  (remote),analysis,jpy,110977,135351,mx,mi,fl,hybrid,us,l
2022,machine learning engineer,data science,inr,42735,174626,jp,mi,ft,hybrid,uk,s
2022,data scientist  in office,analysis,jpy,195583,101124,uk,ex,ct,in-person,us,s
2022,statistician,engineering,gbp,76051,119307,in,se,fl,in-person,mx,s
2021,machine learning engineer,analysis,inr,154822,121360,us,se,ct,in-person,uk,m
2021,statistician  in office,data science,inr,82693,104852,uk,en,fl,hybrid,us,m
2020,data analyst  (remote),analysis,eur,137942,90245,in,en,ft,remote,jp,m
2022,data analyst,engineering,inr,99152,138153,uk,mi,pt,hybrid,jp,s
2021,statistician  (remote),data science,us dolars,110919,75562,cn,mi,pt,remote,de,s
2021,machine learning engineer  (remote),engineering,jpy,59756,189306,in,ex,ft,in-person,us,m
2021,data scientist,analysis,jpy,164966,115322,de,se,pt,remote,in,s
2021,data engineer,ml/ai,eur,146412,176401,in,mi,ft,hybrid,de,l
2021,data scientist,engineering,inr,134531,176770,jp,se,ft,hybrid,us,s
2022,data engineer  (remote),analysis,gbp,83214,46548,mx,en,ft,hybrid,in,m
2022,data engineer  in office,ml/ai,us dolars,99817,95234,in,en,fl,remote,jp,s
2022,machine learning engineer  in office,ml/ai,eur,93862,48340,uk,ex,pt,hybrid,mx,l
2022,statistician,data science,inr,191108,99396,de,ex,fl,remote,mx,m
2020,data scientist  (remote),ml/ai,gbp,179656,114695,de,mi,ct,in-person,jp,s
2022,statistician,engineering,inr,193380,188937,in,se,ft,remote,mx,s
2022,machine learning engineer  in office,ml/ai,gbp,58333,108254,de,mi,ct,remote,jp,s
2020,machine learning engineer  in office,analysis,gbp,197021,140192,cn,se,ft,in-person,cn,l
2021,data analyst,engineering,gbp,154361,156658,in,mi,ct,hybrid,mx,s
2022,data scientist,engineering,gbp,127330,55530,in,ex,fl,remote,in,s
2022,data analyst  in office,data science,inr,69288,89003,mx,se,fl,in-person,uk,m
2022,data scientist  (remote),analysis,gbp,108588,62908,in,se,pt,hybrid,us,l
2021,data engineer  in office,ml/ai,inr,145784,145407,de,mi,ct,hybrid,de,m
2021,machine learning engineer  (remote),analysis,gbp,62175,97186,us,se,ct,in-person,cn,l
2020,data scientist,data science,gbp,38915,70653,uk,ex,fl,in-person,de,s
2021,statistician  in office,data science,eur,111658,160503,jp,ex,fl,remote,mx,l
2021,statistician,analysis,inr,139735,63783,jp,en,pt,in-person,jp,m
2022,machine learning engineer  in office,data science,inr,102454,83535,uk,en,ft,in-person,uk,s
2021,data analyst,unknown,unknown,125973,136838,us,unknown,pt,hybrid,cn,unknown
2022,data analyst  in office,data science,eur,141342,118273,mx,en,fl,in-person,us,m
2022,data scientist  in office,analysis,inr,43805,55551,mx,mi,pt,in-person,cn,l
2021,data analyst,data science,eur,84716,73543,mx,en,ft,in-person,us,s
2020,machine learning engineer  in office,ml/ai,eur,163943,180576,mx,en,fl,hybrid,de,m
